"Burke","Buyea","Cemetery","Garoga","Getman","Goff","Klinko","Long Point","Nichols Pond","Otsungo","Smith","Chaumont","Durham","Frank","Heath","Matteson","Morse","Mud Creek","Potaki","St Lawrence","Swarthout","Whitford","Lawson","Nott","Chicoutimi","Masson","Salem","Steward","Sugarbush","Summerstown","Boyle-Atkinson","Damiani","Draper","Dunsmore","Fournier","Hardrock","Hidden Springs","Jarrett-Lahmer","Joseph Picard","Keffer","Lite","O-M-G","Parsons","Payne","Quackenbush","Rumney Bay","Spang","Waupoos","Buffum","Atwell","Barnes","Belcher","Cayadutta","Cromwell","Ganada","Richmond Mills","Temperance House","Wormuth","Hanes","27VII","Cleary","Dawson","Glenbrook","Mailhot-Curran","Maynard-McKeown","Roebuck","Augoutenc","Aurora","Copeland","Coulter","Emmerson Springs","Goodeve","Kirche","Mantle","Seed-Barker","White","Woodbridge"
"Swarthout",90.7900888265545,59.6006144393241,71.7069892473118,46.5869276307841,27.4193548387097,107.066052227343,115.268817204301,98.1831664812755,67.0294079543982,35.419675814476,60.752688172043,160.254878534448,132.028512746164,121.825050857309,140.459433040078,126.702508960573,124.871872173651,154.342431761787,134.687375547591,149.133039717494,200,132.22860509648,70.3427993750574,72.3809523809524,122.1027479092,49.1286614757138,114.415548705481,122.273425499232,146.695662679715,138.479262672811,93.8368738526095,77.9402925265478,77.6260972541313,106.321088942756,95.4071668901908,115.704584040747,79.6955732439603,98.3653427807819,112.90446032863,79.469487350122,94.2293906810036,113.521505376344,103.034930330216,104.797015580426,125.502130249544,129.646697388633,65.2468365710212,126.156820103902,95.8367797077474,140.215053763441,51.2421208750463,127.663734115347,69.1659401336821,80.145388459791,34.652981427175,134.157240608853,103.308519437552,54.7650611282958,80.791788856305,100,151.113671274962,90.4134484325307,127.286555920417,109.634918611076,47.4482833906446,117.097202587499,72.9810112102494,82.3655913978495,114.215492648672,87.907448066205,83.2393413038574,83.6989247311828,83.1766237523506,91.3343573988735,87.2690259943627,101.406120760959,119.982078853047
"Whitford",84.8123883263847,80.2609262883235,74.3150684931507,58.9451541737212,26.3318112633181,117.351598173516,127.671232876712,108.165193332883,77.9501567915498,47.1887139644245,66.4383561643835,131.337730424488,111.14360474065,129.470566456868,144.520547945205,116.89497716895,130.047369094866,117.386722866175,119.550143751057,137.127837031795,132.22860509648,200,42.6843070678687,42.7005870841487,73.1608320649417,69.5795937647615,106.907084078492,98.6518808436617,140.911189779898,129.694343490821,80.8887403942533,65.7023738619927,63.9360256244822,99.4932298677647,77.9802763706124,111.848113434271,67.2834015299769,83.7833557684694,99.7609423902615,70.4460607142326,94.0563165905632,91.6438356164384,83.4400583610278,91.6130835896002,117.213750323081,115.753424657534,54.0452584575796,108.942588887179,64.7113921086524,132.48097412481,67.312234293812,140.909090909091,79.1188448722695,106.270499710592,48.8169364881694,133.766233766234,103.898840885142,73.972602739726,59.1946865919469,85.8798735511064,131.457925636008,85.7032606598495,136.615125912558,87.3734365693865,57.562061052778,103.655393646116,60.0990964733314,61.1643835616438,77.2621377318051,79.8823782543212,64.958329341891,69.2054794520548,75.0261072547454,75.7738638834529,60.7062109323048,84.9841938883035,78.9478691019787
"Lawson",39.3410132540567,27.5213675213675,4.55840455840456,13.6784148020103,5.84045584045583,34.6357346357346,42.6923076923077,61.4163614163614,25.9602512614561,0.284900284900289,17.2911283376399,68.3760683760684,34.3416882742725,37.5606375606376,39.5104895104895,91.025641025641,28.4926911095135,70.0854700854701,23.6467236467236,80.9747584655334,70.3427993750574,42.6843070678687,200,167.545787545788,81.7663817663818,14.3039591315453,38.9550333022742,54.3345543345543,50.0640225359327,65.4427582999012,144.159544159544,143.612747960574,131.424534030397,104.802134281903,151.31883271927,73.7891737891738,137.947237947238,130.342703753108,116.154271378152,146.355225182587,135.39886039886,102.692307692308,144.729344729345,77.5347403918832,113.707466537655,85.978835978836,121.564275707922,51.7494157943596,144.729344729345,57.1509971509971,18.0666077217801,48.025123025123,47.3781473781474,24.8465149873601,5.11525511525511,60.972360972361,45.2991452991453,10.1471334348047,145.104895104895,19.9430199430199,71.4082214082214,47.1810922515148,40.9571881877271,48.0085132259045,27.9708447221138,23.7205026049647,70.2309510820149,146.267806267806,116.374207802779,134.971137065378,146.956746956747,97.7891737891738,146.182591698287,145.408221408221,146.41800127237,104.273504273504,139.280626780627
"Nott",39.1304347826087,26.6666666666667,5.71428571428572,13.1086142322097,5.55555555555557,39.0476190476191,45.7142857142857,62.8571428571429,27.4010327022375,0,19.0863787375415,69.9118165784832,34.9277688603531,38.1467181467181,42.0779220779221,94.6031746031746,29.0787716955941,72.3809523809524,24.2328042328042,80.9910384818134,72.3809523809524,42.7005870841487,167.545787545788,200,81.4814814814815,18.3251231527094,39.4513875536756,54.9206349206349,50.6581059390048,66.5986394557823,114.285714285714,112.298136645963,116.046432658811,108.538398018167,124.132541419194,78.0952380952381,112.467532467532,113.195706028076,115.663441036575,114.398428209503,119.285714285714,105.714285714286,114.285714285714,77.5510204081633,114.285714285714,90,110.228887134964,52.9052969502408,113.699633699634,59.047619047619,19.5073891625616,48.8961038961039,48.957528957529,25.4325955734406,4.54545454545456,61.5584415584416,49.8901098901099,14.1682974559687,120.692640692641,21.0989010989011,75.7142857142857,46.9483568075117,44.5615911035073,51.7447769621683,28.5569253081943,24.3065831910453,71.6717325227964,115.238095238095,120.272108843537,116.948391922214,116.963036963037,101.714285714286,113.728379244074,113.52380952381,116.338418862691,107.692307692308,117.063492063492
"Chicoutimi",61.3526570048309,34.2857142857143,37.5,12.7340823970038,11.1111111111111,45.5026455026455,59.6296296296296,69.4763729246488,31.3253012048193,7.46268656716418,19.1860465116279,116.049382716049,93.8826466916355,76.2762762762763,74.5454545454545,127.777777777778,74.7663551401869,121.937321937322,87.6543209876543,125.488588219216,122.1027479092,73.1608320649417,81.7663817663818,81.4814814814815,200,41.3793103448276,102.467474203679,114.285714285714,95.5056179775281,89.7959183673469,97.7416440831075,92.661605705084,89.2462495068358,93.5131663455363,101.393954129184,104.775828460039,99.6632996632997,109.805180903447,107.488200025513,94.0764869103631,97.7777777777778,121.203703703704,119.351303966689,112.894935752079,109.014675052411,101.058201058201,85.9013709842439,112.026633374948,108.831908831909,91.8518518518518,13.7931034482759,72.8114478114478,37.8378378378378,36.6197183098592,4.54545454545456,77.6815776815777,60.6837606837607,8.21917808219177,99.6632996632997,91.1680911680912,119.642857142857,97.6525821596244,75.8982035928144,105.314009661836,37.5634517766497,75.6972111553785,59.5744680851064,98.1481481481482,131.14134542706,103.994570486717,101.061901061901,93.3333333333333,99.1944859657864,106.116402116402,107.101761956131,120.726495726496,129.398148148148
"Masson",67.3163418290854,77.6683087027915,42.8879310344828,74.5576649877308,58.0459770114942,69.1297208538588,41.0344827586207,33.0049261083744,52.7212297465725,68.0391147709727,85.2445870088212,45.3810131971051,52.6152654010073,50.232991612302,62.6332288401254,50.3831417624521,67.0319046084435,43.0592396109637,61.3452532992763,48.5048988420919,49.1286614757138,69.5795937647615,14.3039591315453,18.3251231527094,41.3793103448276,200,95.1130087715227,58.0186097427477,63.7737311119721,50.1759324419423,38.9683207176899,27.4576997215678,29.111353294213,46.1032489535579,40.9265826605297,45.8257713248639,30.6314375279892,41.4391070360773,40.9161091096243,35.0843036679272,42.7011494252874,45.0862068965517,33.6053866557845,52.8923293455313,45.152895250488,59.35960591133,22.6328824538007,63.1021567867751,27.5272620100206,66.0536398467433,51.7241379310345,50.3918495297806,62.255358807083,57.0179698882953,46.9435736677116,52.6645768025078,68.7002652519894,77.7042985356637,24.8171368861024,85.9416445623342,73.7684729064039,105.569046462684,64.5932273384266,80.3325609922312,76.7022580080518,47.0943810963044,28.6867204695525,25.6896551724138,44.6774571897725,46.4343744358187,31.2273932963588,40.1379310344828,39.8329982990567,38.1061850027367,27.4355540676264,39.1246684350133,31.8247126436782
"Salem",93.0793687947413,91.6541690700506,82.5426200089726,65.7326054410453,39.4496784806341,84.1633019291162,65.0336473755047,57.6356889811199,79.7645494494803,68.2402255211158,54.9109518294782,106.049881195686,117.63424924766,95.1705406617923,107.337982788858,81.8827575893525,121.582957027794,100.873106256686,102.19331040327,85.946902537666,114.415548705481,106.907084078492,38.9550333022742,39.4513875536756,102.467474203679,95.1130087715227,200,116.268239013865,149.333353496555,108.553757976946,60.2939084572542,52.1911895427022,50.0179725189699,57.7905019747573,66.8070481312086,65.4293877358268,54.8041460558284,61.0084617638745,61.4866448377226,53.7161169832662,55.9249289666517,64.7734410049349,70.898670298194,77.3104073392479,62.185428781838,72.5181054925335,40.8014395871597,101.343374617529,48.3716970930968,112.959473605503,73.0774585789205,72.9454708593336,72.7086440410801,67.7358001756614,67.4436151555936,69.4767323300298,108.969182455051,74.5097316199291,46.2090623598026,111.581599199365,127.732647567775,127.424032756431,143.682923520389,129.773361208787,71.8728436643871,127.939267306429,47.9129081832326,48.4656796769852,92.3569643200483,62.1702498479115,54.4739244604655,57.4679228353522,56.8814666835658,55.492576213976,51.5695575097893,55.1066362977534,76.6281591147002
"Steward",72.0496894409938,52.3809523809524,54.9603174603175,37.2213304797575,26.984126984127,69.8412698412698,74.9206349206349,73.3990147783251,50.4302925989673,21.7484008528785,43.5769656699889,118.871252204586,162.546816479401,91.2054912054912,99.8989898989899,94.4444444444444,98.2791870642338,122.344322344322,126.278659611993,103.608036080361,122.273425499232,98.6518808436617,54.3345543345543,54.9206349206349,114.285714285714,58.0186097427477,116.268239013865,200,115.373640092741,89.2290249433107,70.1122725512969,62.7329192546584,60.5347553230289,64.0792733278282,82.5188426938974,86.3826232247285,62.3376623376623,75.7959445820717,79.1664388679314,60.8396670285921,73.015873015873,88.2539682539683,89.010989010989,90.2947845804989,77.7777777777778,93.6507936507936,50.5217925107428,113.340467273052,66.9108669108669,98.4126984126984,41.3245758073344,85.2813852813853,64.8219648219648,58.1265369997764,22.6911976911977,91.7748917748918,84.4932844932845,36.0730593607306,60.8946608946609,100.1221001221,112.5,104.784261122289,98.4198270126414,151.879038835561,56.6030134558053,103.45917915639,64.1337386018237,61.3492063492064,105.532879818594,74.3372392587052,68.031968031968,76.3809523809524,67.2966047405509,72.4444444444444,68.2154415164124,72.1001221001221,96.2301587301587
"Sugarbush",93.8935026868588,76.0781166399144,75.7022471910112,49.812734082397,23.9076154806492,107.303370786517,99.5505617977528,92.0628770686888,71.9371869500474,45.8577897031695,55.4807943558923,129.719794701068,123.033707865169,131.931369571819,138.539325842697,96.8789013732834,129.076971542581,116.522615960818,115.556942710501,115.848501181641,146.695662679715,140.911189779898,50.0640225359327,50.6581059390048,95.5056179775281,63.7737311119721,149.333353496555,115.373640092741,200,150.905755560651,74.7145336621906,62.4537650917719,60.6686674230502,76.719490809898,78.6418508592924,83.4811748472304,70.3925288194951,77.3137624212509,88.2286923205924,63.2383380708967,65.5056179775281,80.6741573033708,86.1478625091417,83.8385691355194,98.5442724895767,96.3884430176565,51.0118567260538,98.12734082397,62.9693652165562,121.660424469413,65.788454087563,116.930541368744,72.8363194655329,91.7945877512265,44.9948927477017,115.445790164891,110.414866032844,60.5510235493305,62.7511065713313,94.3388072601556,148.41492776886,102.901302948779,169.149061427706,108.642359106453,54.2006502024753,138.080138870237,58.2715754243366,67.3782771535581,100.082549873882,73.8925819165833,64.7992456981221,72.4569288389513,67.4761928754976,74.9655787408596,63.4340569433839,70.2895419187554,92.6186017478152
"Summerstown",80.2129547471162,60.3401360544218,52.9761904761905,35.3856149201254,18.7074829931973,97.2789115646259,94.6258503401361,100.269763077645,57.8845996229817,30.1198091176769,47.3896535358329,120.030234315949,96.1209202782237,133.655083655084,122.770562770563,102.947845804989,100.724775891665,105.834641548927,84.0388007054674,125.785074177272,138.479262672811,129.694343490821,65.4427582999012,66.5986394557823,89.7959183673469,50.1759324419423,108.553757976946,89.2290249433107,150.905755560651,200,91.778662684586,77.6545400769003,76.537140078322,89.5147654437498,93.707110853094,96.2764052989617,82.4056895485467,87.6489324053321,98.957332646032,76.7869145486642,80.8843537414966,93.469387755102,98.079942035986,91.8367346938776,110.730329867796,104.081632653061,66.961701807795,89.5857219292211,76.8881911739055,107.845804988662,51.7358667604973,125.989486703772,64.2029784886928,80.9140557631503,28.6951144094001,117.779839208411,90.5808477237049,46.0674680831237,73.469387755102,75.0654107796965,143.537414965986,83.8076075500623,138.564707320054,80.817939824151,41.6347249559722,106.757550297676,72.3404255319149,76.8027210884354,96.2585034013605,85.4578480606903,81.8609961467104,82.2176870748299,81.9605869253531,82.7392290249433,77.3528829007331,79.3563579277865,98.8236961451247
"Boyle-Atkinson",52.1385648639095,33.7282229965157,26.880081300813,17.3563533388143,8.80758807588077,57.7235772357724,64.1463414634146,64.6882133845969,40.1802331276325,9.08870282732678,36.5097371903952,93.4056007226739,60.1077920891568,63.3267413755219,59.9852180339985,112.330623306233,57.9971126814072,88.0550343964978,51.8217404396266,110.311103111031,93.8368738526095,80.8887403942533,144.159544159544,114.285714285714,97.7416440831075,38.9683207176899,60.2939084572542,70.1122725512969,74.7145336621906,91.778662684586,200,173.307074685654,147.637953358141,120.813948023873,169.022077529309,106.846384253316,158.800549044451,154.339959584567,152.705515574099,166.394781211656,158.008130081301,129.390243902439,167.441189204791,103.587190973951,151.710385028379,113.704994192799,134.096932129542,79.9305745866448,159.933291640609,75.6639566395664,29.2122231567143,77.3281596452328,52.977367611514,51.8035039505324,6.17147080561716,81.8709745539014,65.2282676672921,25.6821472324312,167.368810051737,50.281425891182,101.495354239257,59.2694377648002,62.555985589796,64.9121115717086,33.2012710990054,49.2210021701811,76.2151876837917,170.853658536585,136.69487307118,156.327416677308,180.067087384161,107.512195121951,168.110394108425,170.239256678281,166.066777172626,124.093183239525,156.521002710027
"Damiani",49.6894409937888,42.7743271221532,26.1257763975155,21.036592458185,15.4934437543133,39.3374741200828,43.0434782608696,38.6164060826729,32.9417047070269,12.9229628256234,23.4688718763542,80.3772716816195,46.6047874938935,50.4448547926809,47.7244494635799,97.6190476190476,43.8613803912463,76.2860328077719,37.7808450272218,95.2327473585295,77.9402925265478,65.7023738619927,143.612747960574,112.298136645963,92.661605705084,27.4576997215678,52.1911895427022,62.7329192546584,62.4537650917719,77.6545400769003,173.307074685654,200,150.218750119614,105.01202742972,172.752354676054,97.1014492753623,160.022586109543,159.2934333824,136.899829566929,174.978363152843,148.60248447205,125.434782608696,164.463964129516,96.2023070097604,128.2081331302,98.1366459627329,140.111869874061,69.7164258962012,149.954876041833,69.3857832988268,17.4555579353181,56.2252964426877,47.1546080241732,47.4236724696002,12.210615471485,62.9587803500847,49.0205446727186,15.1620862758445,164.869188782232,48.7816531294792,90.6055900621118,59.7031464147202,49.576933090341,57.9333709768492,39.1052117161144,35.8950670746964,83.7055636315581,168.126293995859,138.834664300503,154.35920783064,174.694870347044,105.648033126294,168.600116981868,163.983436853002,158.502683471025,121.11801242236,148.24016563147
"Draper",48.1629200365923,34.2441277946164,23.8390263227397,18.6661865906458,12.2722070604807,40.4483124352831,47.5191478123074,46.3875566649912,36.6730059599256,10.1254446142384,27.1387609865755,79.5427349173277,45.8940146456158,49.6874724887754,46.957558683943,99.9721219590926,42.3626372270166,74.0878688761425,35.8574644133819,93.8508372670662,77.6260972541313,63.9360256244822,131.424534030397,116.046432658811,89.2462495068358,29.111353294213,50.0179725189699,60.5347553230289,60.6686674230502,76.537140078322,147.637953358141,150.218750119614,200,107.574498487869,147.268160683082,123.121784565296,169.755660309406,164.732149445297,155.995241006666,156.068120237501,157.817442850016,129.349854740734,152.44903944478,99.7808444620916,134.100962249201,101.261428948725,181.50657180837,67.7335828673529,133.676748660462,67.93986168579,21.8626578954558,60.0671073798109,46.5181794172022,44.9484121916108,10.7607904024842,67.3318142373517,51.9134268319936,14.6421822295277,132.018663614755,45.2247286123508,87.50393017494,58.1993472115966,47.9881156781428,55.1699180222052,35.1796446655819,34.5549554381977,122.22082779987,135.310766792851,142.346654305705,169.865166768146,142.337088916893,149.777269125803,162.85115179011,145.343467245747,136.63148933697,131.761158552689,140.274354158719
"Dunsmore",47.8260869565217,37.8199834847234,21.7485549132948,19.6704985819748,10.4046242774567,65.8409028351225,93.5838150289017,71.3972493522025,39.5152865798454,7.60935208351307,38.3317650221804,109.07014914722,64.2073131129441,75.613185439775,67.1623751970573,132.626846499679,67.1708713737777,109.500518749074,63.1556411903233,130.328690570143,106.321088942756,99.4932298677647,104.802134281903,108.538398018167,93.5131663455363,46.1032489535579,57.7905019747573,64.0792733278282,76.719490809898,89.5147654437498,120.813948023873,105.01202742972,107.574498487869,200,112.175408861512,129.657235574485,105.187298250882,116.763005780347,132.836484540393,113.643543187329,136.55427103404,121.921965317919,108.86205835072,93.6699303999056,140.662376849529,120.066061106524,99.2686743525053,91.1736052477755,106.763499827084,85.9601798330122,26.470001993223,100.394114555964,59.8344008748633,54.9051534641374,9.20914345769836,111.147811725846,73.8550466874166,38.6570591495764,102.01436328604,35.3935082258782,104.428158546656,53.8847729924829,63.6240524730885,77.6577029404373,40.4947037939028,49.5200955970594,69.2411757471406,103.131021194605,121.054618379144,112.18412371758,107.142568414245,97.1560693641619,107.837165297182,105.464354527938,98.1957461136989,114.806580702534,112.616409762364
"Fournier",58.357910760156,46.4103365635094,38.3205689277899,25.5517583327187,22.1371261852662,50.0156298843389,52.2866520787746,47.8285239999569,42.0368563971422,14.7228844834906,33.5784438450969,94.7375530161818,62.2550586384088,63.2207700041398,68.4961209468868,114.053002674447,59.8662549336387,91.2977613196432,50.5443444903693,108.395843258214,95.4071668901908,77.9802763706124,151.31883271927,124.132541419194,101.393954129184,40.9265826605297,66.8070481312086,82.5188426938974,78.6418508592924,93.707110853094,169.022077529309,172.752354676054,147.268160683082,112.175408861512,200,100.161234596338,156.656909829776,155.280100175814,133.542521360543,167.160849328933,150.131291028446,130.35010940919,172.467727525799,99.3739114901978,129.565253292597,109.643638637074,132.739340159822,83.5910800776928,152.520151863697,86.3749088256747,31.2985739077945,63.5319275910086,54.3260985274114,54.208401393041,15.5709170479411,73.5684446844184,65.5950176737923,23.0898354365876,156.219746701147,56.5224709644841,111.175367302282,75.2478400673919,66.9487611210839,75.975817541796,42.6051605593753,51.9387076057549,81.9917128357931,159.704595185996,149.644680629363,150.309897235556,166.730424936114,113.601750547046,163.961201440473,167.426209579382,161.281893310106,116.802726813668,159.88633600778
"Hardrock",65.4080854309687,37.4937343358396,32.0175438596491,16.4794007490637,11.1111111111111,63.4085213032582,102.719298245614,83.769769250713,38.5542168674699,7.46268656716418,37.8824969400245,113.450292397661,74.4924108022866,77.1692745376956,79.1068580542265,134.502923976608,74.0941137891458,126.38326585695,71.8973359324237,141.202175179647,115.704584040747,111.848113434271,73.7891737891738,78.0952380952381,104.775828460039,45.8257713248639,65.4293877358268,86.3826232247285,83.4811748472304,96.2764052989617,106.846384253316,97.1014492753623,123.121784565296,129.657235574485,100.161234596338,200,120.369104579631,124.551262549437,145.3723286402,100.144770177343,132.222222222222,137.368421052632,115.104328869511,119.738632295023,127.739159218802,140.100250626566,114.84927789086,108.348117484723,97.1434997750787,100.058479532164,27.5862068965517,105.901116427432,54.0540540540541,53.7929330368174,4.54545454545456,109.147869674185,83.6707152496626,31.9033886085076,86.3636363636364,76.8556005398111,110.30701754386,71.6827279466272,73.1392478201492,76.5723597531378,36.9667824383293,54.2368537545724,110.190369540873,88.3333333333333,118.177586824203,123.211169284468,94.6386946386946,135.438596491228,111.958146487294,103.238095238095,95.8780446261284,128.812415654521,110.197368421053
"Hidden Springs",56.8605307735743,36.969696969697,22.8896103896104,14.9569531592003,12.0490620490621,44.5887445887446,48.1818181818182,48.0967308553516,32.999530589892,8.56755185113394,23.3539716097856,81.8662818662819,49.0442142127535,59.9157599157599,51.1688311688312,105.411255411255,48.0398106566331,75.8907758907759,39.361872695206,99.5686969856712,79.6955732439603,67.2834015299769,137.947237947238,112.467532467532,99.6632996632997,30.6314375279892,54.8041460558284,62.3376623376623,70.3925288194951,82.4056895485467,158.800549044451,160.022586109543,169.755660309406,105.187298250882,156.656909829776,120.369104579631,200,176.278057202913,160.016103299685,167.223185789961,156.118326118326,136.980519480519,167.447936678706,107.124304267161,138.93653516295,103.896103896104,158.434383296262,70.4168490685345,148.873348873349,70.966810966811,20.2866099417824,61.3636363636364,44.3313443313443,47.0093286994695,7.14285714285714,66.2337662337662,56.6433566433566,9.23323252090375,146.969696969697,52.8471528471528,88.961038961039,65.1301749893299,55.9102574072634,57.5945793337098,39.2774737952403,40.7144869296264,95.9381044487427,159.545454545455,143.030303030303,176.317399877609,156.343656343656,135.030303030303,177.293110476967,168.05772005772,152.736098852604,141.883116883117,152.813852813853
"Jarrett-Lahmer",61.0957527016838,44.8609964216901,34.9349710982659,25.0113658504904,18.6255619781631,54.1425818882466,56.0115606936416,55.6337025541729,42.9834946723309,14.9771374342162,30.7501008200027,93.1492185827446,63.317529388842,67.6925480393688,64.6032580136626,119.749518304432,62.8545189346875,92.2484066992737,57.2468422179405,113.808843290745,98.3653427807819,83.7833557684694,130.342703753108,113.195706028076,109.805180903447,41.4391070360773,61.0084617638745,75.7959445820717,77.3137624212509,87.6489324053321,154.339959584567,159.2934333824,164.732149445297,116.763005780347,155.280100175814,124.551262549437,176.278057202913,200,165.091616174353,163.642392557307,163.760436737315,149.089595375723,163.30676882033,110.265424088711,149.656451085178,112.881915772089,153.661418580142,86.7744798770323,150.165505656835,92.2414900449582,21.3075543153279,73.2396216500263,49.3985314794563,55.1901001384027,12.0599054125066,81.4278207341791,60.4268563806136,19.2018370417294,146.30408127518,59.0929301911961,97.6981833195706,73.9667290835572,61.6653975286421,69.9741826406818,44.2299228309028,46.3676443871271,90.7883409174763,150.799614643545,149.655145295112,182.770934842478,150.701321799588,129.171483622351,174.228207055652,161.537755757409,145.016555362254,150.622498888395,155.844572896596
"Joseph Picard",59.1074726700944,33.2316439779126,27.2962112514351,19.6695863809733,8.31100905727772,71.100541249795,83.7313432835821,84.0435940796208,39.931943618331,9.18484500574053,38.9094331562225,108.401014868677,68.3161547491583,77.2085518354175,73.6374073687507,127.739507590254,71.8950180799811,103.252965939533,71.334212130232,132.452412928262,112.90446032863,99.7609423902615,116.154271378152,115.663441036575,107.488200025513,40.9161091096243,61.4866448377226,79.1664388679314,88.2286923205924,98.957332646032,152.705515574099,136.899829566929,155.995241006666,132.836484540393,133.542521360543,145.3723286402,160.016103299685,165.091616174353,200,140.708343357962,162.32874091083,150.436280137773,150.11922635344,113.854588907894,174.256439139571,139.060193537806,147.940070154963,94.8988850045365,135.757111876515,88.2510524301569,28.9639336474128,97.1427825905438,54.5660471033605,58.9996927604664,6.61204467174616,105.52879955865,73.3639494833525,28.101851123728,131.292836516717,65.4420206659013,107.222814498934,63.9769732054786,73.9515801920843,68.3190916805453,35.230524456981,56.8375306021735,98.8543371522095,133.492154611558,148.427251497614,169.51809618841,136.541070869429,133.798698813624,155.307028156904,145.965556831228,134.006219834361,151.435132032147,143.160001275673
"Keffer",52.1235581991849,41.9626699756993,26.2282844733985,22.7138715042679,14.404632645675,42.1953363321442,44.9837133550488,45.0711281554817,36.8152305203441,12.2503659768476,27.2992786741745,84.5377407809547,52.0147860776635,65.1142999677202,55.3666962787484,108.5776330076,51.6775413423713,85.7262173223085,44.7661559496522,104.783025028947,79.469487350122,70.4460607142326,146.355225182587,114.398428209503,94.0764869103631,35.0843036679272,53.7161169832662,60.8396670285921,63.2383380708967,76.7869145486642,166.394781211656,174.978363152843,156.068120237501,113.643543187329,167.160849328933,100.144770177343,167.223185789961,163.642392557307,140.708343357962,200,158.170466883822,131.12287368802,168.214593947493,110.103924305879,137.485232759033,100.951346879686,145.558814884134,70.7226715790929,155.831175700883,80.9410061527325,19.7810975077065,65.1070970289211,46.9583590104763,50.9942754609452,11.8489454808673,68.3390442348097,51.4908544224505,16.1200600895394,157.572467344454,45.8253292129514,91.346750426555,63.586732119099,53.1485075451702,62.4679023631014,38.7664405091942,37.2562590751724,81.0004543319395,159.216431415128,140.613205108319,162.211004428376,164.996747732904,109.014838943178,178.802205310728,167.579546042087,158.958181799015,133.813580556252,150.235251538183
"Lite",47.463768115942,32.1428571428571,25,22.6279650436954,8.33333333333334,57.2222222222222,77.2222222222222,69.0831964969896,42.0749665327979,5.97014925373134,35.9819121447028,106.172839506173,54.7940074906367,57.4324324324324,57.2222222222222,131.111111111111,56.2461059190031,108.632478632479,51.8518518518518,127.956129561296,94.2293906810036,94.0563165905632,135.39886039886,119.285714285714,97.7777777777778,42.7011494252874,55.9249289666517,73.015873015873,65.5056179775281,80.8843537414966,158.008130081301,148.60248447205,157.817442850016,136.55427103404,150.131291028446,132.222222222222,156.118326118326,163.760436737315,162.32874091083,158.170466883822,200,141.111111111111,156.374095989481,109.138321995465,155.702306079665,125.555555555556,145.957642725599,91.3046192259675,142.991452991453,82.7777777777778,28.2375478927203,91.010101010101,51.7267267267267,46.5805946791862,9.09090909090909,96.6161616161616,60.6837606837607,24.8477929984779,138.989898989899,51.3247863247863,94.2460317460317,64.4209702660407,56.2791084497671,67.5801493192798,35.2650874224478,39.3448428508189,89.1962174940898,139.444444444444,147.766439909297,166.849912739965,145.920745920746,119.666666666667,162.633283507723,149.888888888889,140.614886731392,136.581196581197,147.916666666667
"O-M-G",73.9130434782609,41.9047619047619,33.75,18.9794007490637,11.1111111111111,58.0952380952381,90,67.2167487684729,40.9638554216868,9.96268656716418,35.1744186046512,101.543209876543,74.185393258427,81.9594594594595,79.7727272727273,146.666666666667,75.4672897196262,119.807692307692,67.0061728395062,131.107011070111,113.521505376344,91.6438356164384,102.692307692308,105.714285714286,121.203703703704,45.0862068965517,64.7734410049349,88.2539682539683,80.6741573033708,93.469387755102,129.390243902439,125.434782608696,129.349854740734,121.921965317919,130.35010940919,137.368421052632,136.980519480519,149.089595375723,150.436280137773,131.12287368802,141.111111111111,200,146.420118343195,136.377551020408,143.946540880503,136.785714285714,121.629834254144,123.436329588015,150.363247863248,108.888888888889,23.7931034482759,105.681818181818,53.0405405405405,53.4859154929578,7.04545454545453,103.214285714286,84.2307692307692,25.2397260273973,117.19696969697,76.3461538461538,105.357142857143,80.4107981220657,71.2724550898204,73.2213438735178,40.9644670050761,51.4298362107127,88.0851063829787,119.166666666667,146.734693877551,140.418848167539,122.972027972028,126.333333333333,139.887892376682,133.603174603175,136.747572815534,163.461538461538,148.75
"Parsons",62.4131721121688,38.0952380952381,36.5014792899408,12.4193870088425,11.1111111111111,41.6173570019724,57.2189349112426,57.7608068324249,33.7349397590361,5.97014925373134,25.7465253887436,97.5381693330411,73.1201382886776,78.5862785862786,73.4265734265734,128.402366863905,70.7017640878173,102.564102564103,62.2032288698955,121.098713945719,103.034930330216,83.4400583610278,144.729344729345,114.285714285714,119.351303966689,33.6053866557845,70.898670298194,89.010989010989,86.1478625091417,98.079942035986,167.441189204791,164.463964129516,152.44903944478,108.86205835072,172.467727525799,115.104328869511,167.447936678706,163.30676882033,150.11922635344,168.214593947493,156.374095989481,146.420118343195,200,118.565390653303,147.973651892375,111.665257819104,139.063061884991,95.9067437891984,161.998685075608,90.6245890861275,22.0771271169149,71.5841850457235,46.1218615064769,54.537878156513,5.72888649811728,76.4543149158534,65.6804733727811,12.207181648699,157.495069033531,74.5562130177515,104.606931530008,78.3343056365808,74.0003720369911,69.9066819468157,38.7468837293125,57.9080129187392,80.8762432330354,161.311637080868,155.787948315421,159.227361442424,164.819795589026,114.351084812623,172.518375036485,170.389405466329,165.861435054863,133.136094674556,178.303747534517
